"","geneID","EE_0-SRS004859","EE_30-SRS269390","EE_60-SRS269389","EE-210-SRS174229","EE-240-SRS001790","EE-300-SRS150938","EE-330-SRS001791","EE-360-SRS004864","EE-390-SRS003000","EE-420-SRS174140","EE-450-SRS001789","EE-480-SRS178501","EE-510-SRS266278","EE-540-SRS266272","EE-570-SRS266261","EE-600-SRS266262","EE-630-SRS266263","EE-660-SRS266264","EE-690-SRS266273","EE-720-SRS266279","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"1115","WBGene00014188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ZK1025.8","ZK1025.8","","Sulfotransferase, Carbohydrate sulfotransferase Chst-1",NA,NA,NA,NA,NA,NA,NA,NA
"1116","WBGene00014190",0,0,0,0.190239387733555,0.138981630172523,0,0,0,0,0,0,0,0.0430053830267988,0,0,0,0,0,0.142443601948572,0,"irld-62","ZK1037.1","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","Cbr-irld-30 | WBGene00024408",32.1622,"CBN30928 | WBGene00192893",19.1892,"CRE16011 | WBGene00061149",30.2703,NA,NA
"1117","WBGene00014195",0,0,0,0.190239387733555,0.277963260345046,0,0,0,0.113923853068761,0,0,0,0,0,0,0,0.13812972218038,0,0.0949624012990477,0.160558531753239,"srz-10","ZK1037.11","Serpentine Receptor, class Z","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,"Cbn-srz-11 | WBGene00150105",21.8845,NA,NA,NA,NA
"1118","WBGene00014217",0,0,0,0.126826258489036,0.347454075431307,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0.0949624012990477,0.160558531753239,"ZK1086.3","ZK1086.3","Methyltransf_21 domain-containing protein","Methyltransferase FkbM","CBG15151 | WBGene00035479",74.4986,"CBN16862 | WBGene00155587",76.7908,"CRE16186 | WBGene00065411",76.7908,"CJA18423 | WBGene00137628",58.7393
"1119","WBGene00014240",0,0,0,0.0634131292445182,0,0,0,0,0,0,0,0,0.172021532107195,0.0721105622215361,0.108487368219038,0,0.103597291635285,0,0.0949624012990477,0.12041889881493,"htas-1","ZK1251.1","Histone H2A","Histone H2A, Histone H2A/H2B/H3, Histone-fold, Histone H2A, C-terminal domain","Cbr-htas-1 | WBGene00086695",37.931,NA,NA,"Cre-htas-1 | WBGene00086097",50.3448,"CJA28261 | WBGene00183835",33.1034
"1120","WBGene00014679",0,0,0,0,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.0781576827341277,0,0,"srz-25","C18D4.5","Serpentine Receptor, class Z","7TM GPCR, serpentine receptor class z (Srz)",NA,NA,"CBN04736 | WBGene00143461",22.1154,NA,NA,NA,NA
"1121","WBGene00014699",0,0,0,0,0.0694908150862614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C37A5.5","C37A5.5","Neuropeptide-like protein 31","",NA,NA,NA,NA,NA,NA,NA,NA
"1122","WBGene00014953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Y81G3A.2","Y81G3A.2","Conserved domain protein","","CBG30037 | WBGene00270983",45.3488,NA,NA,NA,NA,"CJA37986 | WBGene00213833",40.6977
"1123","WBGene00014997",0.120645049265557,0.0515350327938028,0,0.126826258489036,0.138981630172523,0,0,0,0,0,0,0.0729398273412171,0,0.036055281110768,0,0.0854319003313861,0.0690648610901902,0.117236524101192,0,0.12041889881493,"AC7.3","AC7.3","Poly(3-hydroxyalkanoate) polymerase subunit PhaE","","CBG26416 | WBGene00087830",54.2373,"CBN22381 | WBGene00161106",46.1864,"CRE13467 | WBGene00064025",55.0847,"CJA05308 | WBGene00124512",36.4407
"1124","WBGene00015003",0,0,0,0.0634131292445182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B0034.2","B0034.2","Transposase","",NA,NA,NA,NA,NA,NA,NA,NA
"1125","WBGene00015032",0,0,0,0.126826258489036,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B0207.9","B0207.9","G_PROTEIN_RECEP_F1_2 domain-containing protein","","CBG04035 | WBGene00026782",46.0993,NA,NA,"CRE03990 | WBGene00066589",40.4255,NA,NA
"1126","WBGene00015051",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0.108487368219038,0.0854319003313861,0,0.156315365468255,0,0.240837797629859,"B0218.7","B0218.7","Protein aurora borealis","","CBG15778 | WBGene00035920",58.8652,"CBN15859 | WBGene00154584",56.383,"CRE03100 | WBGene00055349",54.9645,"CJA07538 | WBGene00126742",63.8298
"1127","WBGene00015066",0,0,0,0,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0.276259444360761,0.117236524101192,0,0.240837797629859,"B0228.9","B0228.9","","Protein of unknown function DUF5382","CBG12965 | WBGene00033818",52.5959,NA,NA,"CRE04128 | WBGene00057676",53.9503,NA,NA
"1128","WBGene00015069",0,0,0,0,0.138981630172523,0,0,0,0,0,0.0629105265730604,0,0,0,0,0,0,0.156315365468255,0,0.12041889881493,"srt-67","B0238.5","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class t (Srt)","CBG06653 | WBGene00028898",39.5498,NA,NA,NA,NA,NA,NA
"1129","WBGene00015093",0,0,0,0.190239387733555,0.138981630172523,0,0.108388858687538,0,0,0,0,0.0364699136706086,0,0,0.108487368219038,0.0854319003313861,0,0,0,0.0802792658766197,"B0261.5","B0261.5","","","CBG29873 | WBGene00270900",25.5102,NA,NA,NA,NA,NA,NA
"1130","WBGene00015108",0,0,0,0.0634131292445182,0.138981630172523,0,0,0,0,0,0.0629105265730604,0.0364699136706086,0,0,0,0,0.0690648610901902,0,0,0,"B0281.1","B0281.1","","",NA,NA,NA,NA,NA,NA,NA,NA
"1131","WBGene00015114",0,0,0,0.0634131292445182,0.416944890517568,0,0.108388858687538,0,0,0,0,0,0,0,0,0,0,0.195394206835319,0.0949624012990477,0.0802792658766197,"B0281.8","B0281.8","RING-type domain-containing protein","B-box-type zinc finger, Zinc finger, RING-type, Zinc finger, RING/FYVE/PHD-type, Zinc finger, RING-type, conserved site",NA,NA,"CBN20440 | WBGene00159165",25,"CRE30462 | WBGene00081162",29.4521,NA,NA
"1132","WBGene00015151",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474812006495238,0,"B0348.1","B0348.1","LITAF domain-containing protein","LPS-induced tumour necrosis factor alpha factor, LITAF domain containing protein","CBG06368 | WBGene00028660",56.3218,NA,NA,"CRE18482 | WBGene00062165",60.9195,NA,NA
"1133","WBGene00015178",0,0,0,0,0.208472445258784,0,0.108388858687538,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.0390788413670638,0,0,"B0416.2","B0416.2","","Cystine-knot cytokine","CBG16165 | WBGene00036194",41.9162,"CBN13624 | WBGene00152349",48.503,"CRE16634 | WBGene00077314",59.8802,"CJA39392 | WBGene00215239",53.8922
"1134","WBGene00015192",0,0,0,0.126826258489036,0,0,0.108388858687538,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0.0949624012990477,0,"B0432.11","B0432.11","","","CBG26449 | WBGene00087863",41.5789,NA,NA,"CRE09998 | WBGene00059447",44.7368,"CJA10206 | WBGene00129410",22.6316
"1135","WBGene00015193",0,0,0,0,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clec-117","B0432.12","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold","CBG18810 | WBGene00038153",35.1351,"CBN14845 | WBGene00153570",33.5135,"Cre-clec-79.2 | WBGene00059669",35.1351,NA,NA
"1136","WBGene00015221",0,0,0,0.126826258489036,0,0,0,0,0,0,0,0.0729398273412171,0,0.0721105622215361,0.0723249121460252,0.0854319003313861,0,0.156315365468255,0,0.12041889881493,"B0507.4","B0507.4","DUF4455 domain-containing protein","Protein of unknown function DUF713","CBG18528 | WBGene00037928",35.0711,"CBN17907 | WBGene00156632",38.8626,"CRE05805 | WBGene00053197",36.4929,NA,NA
"1137","WBGene00015222",0,0,0,0,0.555926520690091,0,0,0,0,0,0,0,0,0,0,0,0,0.117236524101192,0,0,"B0507.5","B0507.5","","",NA,NA,NA,NA,NA,NA,NA,NA
"1138","WBGene00015241",0,0,0,0.0634131292445182,0.625417335776353,0,0,0,0,0,0,0,0,0,0,0,0.0345324305450951,0.156315365468255,0,0,"B0524.2","B0524.2","PNPLA domain-containing protein","Patatin-like phospholipase domain, Acyl transferase/acyl hydrolase/lysophospholipase, Patatin-like phospholipase domain-containing protein, Patatin-like phospholipase domain-containing protein 4","CBG15159 | WBGene00035486",68.9655,"CBN28815 | WBGene00190780",67.8161,"CRE02372 | WBGene00061941",66.3793,"CJA04803 | WBGene00124006",59.1954
"1139","WBGene00015244",0.120645049265557,0.206140131175211,0,0,0.277963260345046,0,0.108388858687538,0,0,0,0,0,0.0860107660535977,0,0,0,0,0.0390788413670638,0,0.160558531753239,"B0524.5","B0524.5","","",NA,NA,NA,NA,NA,NA,NA,NA
"1140","WBGene00015252",0,0,0,0,0.138981630172523,0,0,0.0526827533102681,0,0,0,0,0.172021532107195,0,0.0723249121460252,0,0,0.0390788413670638,0,0.0802792658766197,"B0546.5","B0546.5","G_PROTEIN_RECEP_F1_2 domain-containing protein","Protein of unknown function DUF1182","CBG04040 | WBGene00026786",80.5797,"CBN04348 | WBGene00143073",82.6087,"CRE03763 | WBGene00060612",80.8696,NA,NA
"1141","WBGene00015253",0,0,0,0,0,0,0.108388858687538,0,0,0,0,0.0364699136706086,0,0.036055281110768,0,0.0854319003313861,0.0345324305450951,0,0,0.0802792658766197,"B0547.2","B0547.2","SPK domain-containing protein","SPK domain",NA,NA,NA,NA,NA,NA,NA,NA
"1142","WBGene00015270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C01B4.6","C01B4.6","Aldose 1-epimerase","Aldose 1-/Glucose-6-phosphate 1-epimerase, Galactose mutarotase-like domain superfamily, Glycoside hydrolase-type carbohydrate-binding, Aldose 1-epimerase, Galactose mutarotase-like","CBG01119 | WBGene00024397",83.9394,"CBN05985 | WBGene00144710",84.2424,"CRE15893 | WBGene00081998",85.7576,"CJA14582 | WBGene00133786",70
"1143","WBGene00015271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C01B4.7","C01B4.7","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily, ","CBG01182 | WBGene00024452",82.5263,"CBN05714 | WBGene00144439",85.2632,"CRE15892 | WBGene00061136",86.1053,"CJA05250 | WBGene00124454",49.2632
"1144","WBGene00015272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C01B4.8","C01B4.8","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily, ","CBG01117 | WBGene00024395",85.3557,"CBN22679 | WBGene00161404",85.7741,"CRE15890 | WBGene00082007",33.682,"CJA00541 | WBGene00119745",78.2427
"1145","WBGene00015273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mct-2","C01B4.9","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily","Cbr-mct-1 | WBGene00024394",69.4853,"Cbn-mct-1.2 | WBGene00161657",72.0588,"Cre-mct-1 | WBGene00061138",62.3162,"Cjp-mct-1 | WBGene00130614",72.6103
"1146","WBGene00015277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C01B7.7","C01B7.7","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","CBG00758 | WBGene00024099",70.7921,"CBN16049 | WBGene00154774",71.7822,"CRE05597 | WBGene00053183",72.2772,NA,NA
"1147","WBGene00015281",0,0,0,0.126826258489036,0.138981630172523,0,0,0,0,0.0977877095321699,0,0,0,0,0.0723249121460252,0.0854319003313861,0,0.0781576827341277,0,0,"C01B10.7","C01B10.7","TransThyretin-Related family domain","","CBG30403 | WBGene00270555",53.125,"CBN25603 | WBGene00164328",50.7812,"CRE24719 | WBGene00067069",57.8125,NA,NA
"1148","WBGene00015305",0,0,0,0,0.277963260345046,0,0.108388858687538,0,0,0,0,0,0,0,0,0,0,0,0,0,"C01G5.3","C01G5.3","DNA-directed RNA polymerase III subunit RPC5","Protein of unknown function DUF851","CBG20831 | WBGene00039745",29.1176,"CBN10672 | WBGene00149397",34.4118,"CRE24485 | WBGene00083016",25.8824,"CJA03173 | WBGene00122377",26.1765
"1149","WBGene00015315",0,0,0,0.126826258489036,0.138981630172523,0,0,0,0,0,0,0,0.129016149080397,0,0,0,0.0345324305450951,0.0781576827341277,0,0,"srbc-29","C02A12.2","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,NA,NA,NA,NA
"1150","WBGene00015316",0,0,0,0,0.347454075431307,0,0,0,0,0,0,0,0,0,0,0,0.0345324305450951,0,0,0,"srbc-30","C02A12.3","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,NA,NA,NA,NA
"1151","WBGene00015317",0,0.103070065587606,0,0.190239387733555,0,0,0,0,0.113923853068761,0,0,0,0,0,0,0,0.0690648610901902,0,0,0,"srbc-32","C02A12.5","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)","Cbr-srbc-36 | WBGene00028853",55.8923,"Cbn-srbc-36 | WBGene00157745",60.2694,NA,NA,NA,NA
"1152","WBGene00015318",0,0,0,0.126826258489036,0,0.0964253716559259,0.108388858687538,0.105365506620536,0,0,0.0629105265730604,0,0,0,0.108487368219038,0.0854319003313861,0.13812972218038,0,0.0474812006495238,0.12041889881493,"srbc-36","C02A12.6","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,"Cre-srbc-36 | WBGene00057834",70.0337,NA,NA
"1153","WBGene00015325",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C02B8.7","C02B8.7","","Protein of unknown function DUF5354",NA,NA,NA,NA,NA,NA,NA,NA
"1154","WBGene00015331",0,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0.0854319003313861,0,0,0,0,"C02B10.6","C02B10.6","Tyrosine-protein phosphatase","Tyrosine-specific protein phosphatase, PTPase domain, Tyrosine-specific protein phosphatases domain, Protein-tyrosine phosphatase, catalytic, Protein-tyrosine phosphatase, active site, Protein-tyrosine phosphatase-like","CBG13187 | WBGene00033986",76.8844,"CBN10216 | WBGene00148941",72.3618,"CRE28101 | WBGene00056353",70.3518,"CJA14530 | WBGene00133734",63.5678
"1155","WBGene00015342",0,0,0,0,0.0694908150862614,0,0,0.105365506620536,0,0.048893854766085,0.0314552632865302,0.0729398273412171,0.0430053830267988,0.0721105622215361,0,0,0,0.0781576827341277,0.142443601948572,0,"C02E7.10","C02E7.10","","","Cbr-dod-3 | WBGene00024513",67.8899,NA,NA,NA,NA,NA,NA
"1156","WBGene00015367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.0390788413670638,0,0,"srt-64","C03A7.9","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class t (Srt)","Cbr-srt-64 | WBGene00030441",76.6026,"CBN19616 | WBGene00158341",75.641,"Cre-srt-64 | WBGene00052724",72.4359,NA,NA
"1157","WBGene00015392",0,0,0,0,0.0694908150862614,0,0,0,0,0,0,0,0.0860107660535977,0.144221124443072,0.180812280365063,0,0.13812972218038,0.0781576827341277,0,0,"nspc-7","C03G5.2","Nematode Specific Peptide family, group C","","CBG14427 | WBGene00034931",68.3168,"CBN23830 | WBGene00162555",68.3168,"CRE03544 | WBGene00074111",59.4059,"CJA15246 | WBGene00134450",55.4455
"1158","WBGene00015399",0,0,0,0.126826258489036,0,0,0.108388858687538,0,0,0,0,0,0,0,0,0,0.0690648610901902,0.156315365468255,0.0949624012990477,0.0802792658766197,"cyp-35A1","C03G6.14","CYtochrome P450 family","Cytochrome P450, Cytochrome P450, E-class, group I, Cytochrome P450, conserved site, Cytochrome P450 superfamily","CBG01387 | WBGene00024634",73.8866,"Cbn-cyp-35A2 | WBGene00141681",77.3279,"Cre-cyp-35A2 | WBGene00056778",75.7085,NA,NA
"1159","WBGene00015417",0,0,0,0,0.416944890517568,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"C04C3.7","C04C3.7","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","Cbr-str-18 | WBGene00031790",42.6136,"CBN22654 | WBGene00161379",35.7955,"CRE02537 | WBGene00068252",32.9545,NA,NA
"1160","WBGene00015421",0,0,0,0,0.277963260345046,0,0,0.0526827533102681,0,0,0,0,0,0,0,0,0,0,0,0,"C04E6.4","C04E6.4","Glycoprotein 120","","CBG12423 | WBGene00033376",33.0749,"CBN29850 | WBGene00191815",27.907,"CRE29786 | WBGene00059948",25.0646,NA,NA
"1161","WBGene00015428",0,0,0,0,0.138981630172523,0,0.108388858687538,0,0,0.146681564298255,0,0.0729398273412171,0,0.144221124443072,0,0,0,0,0,0.160558531753239,"C04E7.1","C04E7.1","","",NA,NA,NA,NA,NA,NA,NA,NA
"1162","WBGene00015433",0,0,0,0,0.347454075431307,0,0,0,0,0.0977877095321699,0,0,0.0430053830267988,0,0.14464982429205,0,0.0690648610901902,0.0781576827341277,0.0949624012990477,0.0401396329383098,"C04E12.2","C04E12.2","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","CBG00779 | WBGene00024115",33.3333,"CBN24428 | WBGene00163153",30.2083,"CRE05796 | WBGene00053176",31.25,"CJA02426 | WBGene00121631",27.0833
"1163","WBGene00015438",0,0,0,0,0.0694908150862614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srbc-2","C04E12.9","Serpentine Receptor, class BC (Class B-like)","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,"CRE02462 | WBGene00067965",24.7458,NA,NA
"1164","WBGene00015447",0,0,0,0,0.48643570560383,0,0,0,0,0,0,0.0729398273412171,0,0,0,0,0.0690648610901902,0.0781576827341277,0,0,"srab-2","C04F5.5","Serpentine Receptor, class AB (Class A-like)","7TM GPCR, serpentine receptor class ab (Srab)","Cbr-srab-1 | WBGene00030427",56.7251,"CBN32986 | WBGene00219526",48.538,"Cre-srab-1 | WBGene00084245",57.6023,NA,NA
"1165","WBGene00015459",0,0,0,0.126826258489036,0.416944890517568,0,0,0,0,0,0.0314552632865302,0,0.0430053830267988,0,0,0.042715950165693,0,0.0781576827341277,0.0474812006495238,0.12041889881493,"C04G6.11","C04G6.11","","",NA,NA,NA,NA,NA,NA,NA,NA
"1166","WBGene00015493",0,0,0,0,0.138981630172523,0.0964253716559259,0,0,0,0,0,0.109409741011826,0.0860107660535977,0.0721105622215361,0.14464982429205,0,0,0.0781576827341277,0,0.0802792658766197,"C05E11.2","C05E11.2","Secreted protein","","CBG14499 | WBGene00034971",33.3333,"CBN03408 | WBGene00142133",29.932,"CRE00802 | WBGene00077860",32.6531,NA,NA
"1167","WBGene00015520",0,0,0,0.190239387733555,0,0,0,0,0,0,0,0,0,0,0.0361624560730126,0.042715950165693,0.13812972218038,0.0781576827341277,0.0474812006495238,0.280977430568169,"fip-3","C06E1.5","Fungus-induced protein 3","Fungus-induced protein",NA,NA,NA,NA,NA,NA,NA,NA
"1168","WBGene00015521",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721105622215361,0,0,0,0,0,0.200698164691549,"fipr-16","C06E1.6","Fungus-induced-related protein 16","Fungus-induced protein",NA,NA,NA,NA,NA,NA,NA,NA
"1169","WBGene00015530",0,0,0,0.126826258489036,0.0694908150862614,0.048212685827963,0,0,0.113923853068761,0,0,0.0729398273412171,0,0,0.0361624560730126,0,0.0690648610901902,0.156315365468255,0.0949624012990477,0,"C06E4.1","C06E4.1","JmjN domain-containing protein","Protein-tyrosine phosphatase-like",NA,NA,NA,NA,NA,NA,NA,NA
"1170","WBGene00015534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C06E4.5","C06E4.5","Protein kinase domain-containing protein","Protein kinase-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1171","WBGene00015564",0,0,0,0,0.277963260345046,0,0,0,0.113923853068761,0,0,0,0,0,0,0,0.13812972218038,0.117236524101192,0,0.0401396329383098,"C07D8.5","C07D8.5","Aldo_ket_red domain-containing protein","NADP-dependent oxidoreductase domain, NADP-dependent oxidoreductase domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1172","WBGene00015572",0.0603225246327783,0,0,0,0.208472445258784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C07G1.6","C07G1.6","Histone deacetylase HDT1","","CBG01570 | WBGene00024789",53.7736,NA,NA,NA,NA,"CJA26962 | WBGene00182534",50.4717
"1173","WBGene00015593",0,0,0,0,0,0,0,0,0,0,0,0,0.0430053830267988,0,0,0,0,0,0,0,"C08E3.1","C08E3.1","SMP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1174","WBGene00015599",0,0,0,0.126826258489036,0.416944890517568,0,0,0,0,0,0,0,0,0.0721105622215361,0,0,0,0,0,0,"fbxa-164","C08E3.7","F-box domain-containing protein","F-box domain, Domain of unknown function DUF38/FTH, Caenorhabditis species, F-box A protein FB224",NA,NA,NA,NA,NA,NA,NA,NA
"1175","WBGene00015600",0,0.0515350327938028,0,0.126826258489036,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0.0690648610901902,0,0.189924802598095,0,"fbxa-165","C08E3.8","F-box domain-containing protein","F-box domain, Domain of unknown function DUF38/FTH, Caenorhabditis species, F-box A protein FB224, Mos1 transposase, HTH domain",NA,NA,NA,NA,NA,NA,NA,NA
"1176","WBGene00015604",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721105622215361,0,0,0.0690648610901902,0.0781576827341277,0,0,"fbxa-160","C08E3.12","FTH domain-containing protein","Domain of unknown function DUF38/FTH, Caenorhabditis species, F-box A protein FB224",NA,NA,NA,NA,NA,NA,NA,NA
"1177","WBGene00015605",0.0603225246327783,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949624012990477,0.481675595259718,"C08E3.13","C08E3.13","SMP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1178","WBGene00015628",0,0.103070065587606,0,0.0634131292445182,0.138981630172523,0.192850743311852,0,0,0,0.0977877095321699,0,0,0.0430053830267988,0.0721105622215361,0.0723249121460252,0,0,0.0781576827341277,0,0,"best-6","C09B9.3","Bestrophin-6","Bestrophin, Bestrophin/UPF0187",NA,NA,NA,NA,NA,NA,NA,NA
"1179","WBGene00015629",0,0.103070065587606,0,0,0.347454075431307,0,0,0,0,0,0,0,0,0,0,0,0,0.0781576827341277,0,0,"C09B9.4","C09B9.4","Protein kinase domain-containing protein","Protein kinase domain, Protein kinase-like domain superfamily","CBG20086 | WBGene00039163",78.273,"CBN18218 | WBGene00156943",77.1588,"CRE13479 | WBGene00075046",78.5515,"CJA36361 | WBGene00212208",39.2758
"1180","WBGene00015655",0,0,0,0,0.138981630172523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C09G12.5","C09G12.5","DUF148 domain-containing protein","Protein of unknown function DUF4473",NA,NA,NA,NA,NA,NA,NA,NA
"1181","WBGene00015661",0,0,0,0.126826258489036,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949624012990477,0.0802792658766197,"C09H5.7","C09H5.7","Serine/threonine-protein phosphatase","Calcineurin-like phosphoesterase domain, ApaH type, Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase, Metallo-dependent phosphatase-like, Serine-threonine protein phosphatase, N-terminal","CBG18099 | WBGene00037584",81.3814,"CBN31879 | WBGene00193844",80.7808,"CRE05687 | WBGene00052992",83.4835,"CJA19289 | WBGene00138493",80.7808
"1182","WBGene00015683",0,0,0,0.0634131292445182,0.138981630172523,0,0.108388858687538,0,0,0.0977877095321699,0,0,0,0,0.14464982429205,0,0.103597291635285,0.0781576827341277,0.0474812006495238,0.200698164691549,"C10G8.4","C10G8.4","TIL domain-containing protein","Trypsin Inhibitor-like, cysteine rich domain, Serine protease inhibitor-like superfamily",NA,NA,"CBN34451 | WBGene00271765",50,NA,NA,NA,NA
"1183","WBGene00015725",0,0,0,0.126826258489036,0.138981630172523,0.0964253716559259,0,0,0,0,0.0629105265730604,0,0,0,0,0,0.0345324305450951,0.156315365468255,0,0,"C13A2.9","C13A2.9","Methyltransf_21 domain-containing protein","Methyltransferase FkbM","CBG06357 | WBGene00028651",55.8824,NA,NA,"CRE27108 | WBGene00052523",54.2484,NA,NA
"1184","WBGene00015726",0,0,0,0.190239387733555,0.347454075431307,0,0,0,0,0,0,0,0,0.036055281110768,0,0,0,0.0781576827341277,0,0,"C13A2.10","C13A2.10","Methyltransf_21 domain-containing protein","Methyltransferase FkbM","CBG06357 | WBGene00028651",50,NA,NA,"CRE27108 | WBGene00052523",47.8659,NA,NA
"1185","WBGene00015730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srt-1","C13B7.1","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class t (Srt)","CBG12125 | WBGene00033124",57.2254,"Cbn-srt-2 | WBGene00149649",66.185,"CRE08842 | WBGene00075245",19.6532,"CJA31500 | WBGene00207347",20.2312
"1186","WBGene00015736",0,0,0,0,0.347454075431307,0,0,0,0,0,0,0,0,0,0,0,0.0345324305450951,0.117236524101192,0,0,"srsx-11","C13D9.4","G_PROTEIN_RECEP_F1_2 domain-containing protein","G protein-coupled receptor, rhodopsin-like, GPCR, rhodopsin-like, 7TM, Serpentine type 7TM GPCR chemoreceptor Srsx, Serpentine type 7TM GPCR chemoreceptor Srsx, nematodes","CBG08632 | WBGene00030389",47.7419,"CBN07307 | WBGene00146032",29.3548,NA,NA,NA,NA
"1187","WBGene00015737",0,0,0,0,0,0.0964253716559259,0,0,0,0.0977877095321699,0,0,0,0,0,0,0,0,0,0,"srsx-12","C13D9.5","G_PROTEIN_RECEP_F1_2 domain-containing protein","G protein-coupled receptor, rhodopsin-like, GPCR, rhodopsin-like, 7TM, Serpentine type 7TM GPCR chemoreceptor Srsx, Serpentine type 7TM GPCR chemoreceptor Srsx, nematodes","CBG08636 | WBGene00030392",53.9519,"CBN23690 | WBGene00162415",53.9519,NA,NA,NA,NA
"1188","WBGene00015738",0.0603225246327783,0,0,0,0.277963260345046,0,0,0,0,0,0,0,0,0,0,0.042715950165693,0,0,0,0,"srsx-13","C13D9.6","G_PROTEIN_RECEP_F1_2 domain-containing protein","G protein-coupled receptor, rhodopsin-like, GPCR, rhodopsin-like, 7TM, Serpentine type 7TM GPCR chemoreceptor Srsx, Serpentine type 7TM GPCR chemoreceptor Srsx, nematodes","CBG08636 | WBGene00030392",49.8282,"CBN23690 | WBGene00162415",51.5464,NA,NA,NA,NA
"1189","WBGene00015764",0,0,0,0,0.347454075431307,0,0,0,0,0,0,0,0,0,0,0.0854319003313861,0.0345324305450951,0.0781576827341277,0,0,"C14C6.13","C14C6.13","Peptidase S1 domain-containing protein","","CBG10471 | WBGene00031855",55,"CBN22525 | WBGene00161250",68.3333,"CRE08736 | WBGene00056641",51.6667,NA,NA
