"","geneID","EE-SRS266838","L4-SRS266839","YA_female-SRS266840","YA_male-SRS266841","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"3671","WBGene00153450",0.318613772879764,0.0880471244645598,0,0,"CBN14725","CBN14725","WD_REPEATS_REGION domain-containing protein","WD40 repeat, WD40/YVTN repeat-like-containing domain superfamily, WD40-repeat-containing domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"3672","WBGene00153455",0.376543549766993,0.234792331905493,0,0,"CBN14730","CBN14730","GH18 domain-containing protein","Glycoside hydrolase family 18, catalytic domain, Chitinase II, Glycoside hydrolase superfamily, Chitinase insertion domain superfamily",NA,NA,"CBG15919 | WBGene00036024",42.9204,"CRE12987 | WBGene00067590",29.646,NA,NA
"3673","WBGene00153456",0,0,0,0,"CBN14731","CBN14731","","",NA,NA,NA,NA,NA,NA,NA,NA
"3674","WBGene00153458",0,0.0586980829763732,0,0,"CBN14733","CBN14733","Acidic leucine-rich nuclear phosphoprotein 32-related protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3675","WBGene00153459",0,0,0,0,"CBN14734","CBN14734","Col_cuticle_N domain-containing protein","Nematode cuticle collagen, N-terminal",NA,NA,NA,NA,NA,NA,NA,NA
"3676","WBGene00153462",0,0,0.134440116070219,0,"CBN14737","CBN14737","CW domain-containing protein","C-type lectin-like/link domain superfamily, C-type lectin fold",NA,NA,NA,NA,"CRE24558 | WBGene00059591",43.1452,NA,NA
"3677","WBGene00153464",0.0579297768872298,0,0,0,"Cbn-srd-8","CBN14739","Serpentine Receptor, class D (Delta)","7TM GPCR, serpentine receptor class d (Srd)","srd-8 | WBGene00005086",72.8125,"Cbr-srd-8 | WBGene00039030",78.4375,"Cre-srd-8.1 | WBGene00063950",79.375,NA,NA
"3678","WBGene00153471",0.897911541752061,0.0293490414881866,0,0,"CBN14746","CBN14746","NR LBD domain-containing protein","Nuclear hormone receptor-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"3679","WBGene00153476",0,0,0,0,"Cbn-sri-36","CBN14751","Serpentine Receptor, class H","7TM GPCR, serpentine chemoreceptor class i (Sri)",NA,NA,NA,NA,NA,NA,NA,NA
"3680","WBGene00153479",0.839981764864831,0,0,0,"CBN14754","CBN14754","DDE_Tnp_1_7 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3681","WBGene00153481",0.11585955377446,0.0880471244645598,0.0672200580351093,0.130267123157404,"CBN14756","CBN14756","CBN-CLC-1 protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3682","WBGene00153483",0,0,0,0,"CBN14758","CBN14758","","","T02B11.9 | WBGene00044777",65.6442,"CBG17897 | WBGene00037409",66.8712,"CRE18827 | WBGene00062152",74.8466,"CJA16834 | WBGene00136037",53.9877
"3683","WBGene00153488",0.0579297768872298,0,0,0,"CBN14763","CBN14763","Methyltransf_21 domain-containing protein","Methyltransferase FkbM",NA,NA,"CBG24644 | WBGene00042709",78.9809,"CRE28246 | WBGene00056104",85.6688,NA,NA
"3684","WBGene00153491",0.550332880428683,0.117396165952746,0,0,"CBN14766","CBN14766","","Coiled-coil domain-containing protein 170-like","C27D6.1 | WBGene00016160",85.0117,"CBG02343 | WBGene00025413",89.6955,"CRE11751 | WBGene00057417",88.5246,"CJA11837 | WBGene00131041",39.3443
"3685","WBGene00153493",0,0,0,0,"CBN14768","CBN14768","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBG18888 | WBGene00038200",79.918,"CRE31107 | WBGene00052115",79.5082,"CJA12088 | WBGene00131292",63.5246
"3686","WBGene00153500",0,0,0,0,"CBN14775","CBN14775","","",NA,NA,NA,NA,NA,NA,NA,NA
"3687","WBGene00153507",0,0.146745207440933,0,0,"CBN14782","CBN14782","AAA_23 domain-containing protein","P-loop containing nucleoside triphosphate hydrolase, Rad50/SbcC-type AAA domain",NA,NA,NA,NA,NA,NA,NA,NA
"3688","WBGene00153509",0,0,0,0,"CBN14784","CBN14784","Homeobox domain-containing protein","Homeobox domain, Homeobox-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"3689","WBGene00153516",0,0.117396165952746,0,0,"CBN14791","CBN14791","SPK domain-containing protein","SPK domain",NA,NA,NA,NA,NA,NA,NA,NA
"3690","WBGene00153517",0.608262657315912,0,0,0.130267123157404,"CBN14792","CBN14792","Serpentine Receptor, class H","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,NA,NA,"CRE10558 | WBGene00079223",69.8962,NA,NA
"3691","WBGene00153519",0,0.0586980829763732,0,0,"CBN14794","CBN14794","RBR-type E3 ubiquitin transferase","F-box domain, Zinc finger, RING-type, IBR domain, Zinc finger, RING/FYVE/PHD-type, Zinc finger, RING-type, conserved site, Zinc finger, C3HC4 RING-type, E3 ubiquitin ligase RBR family, TRIAD supradomain, Ariadne domain",NA,NA,"CBG21263 | WBGene00040091",22.9581,"CRE11011 | WBGene00068323",24.5033,NA,NA
"3692","WBGene00153524",0,0,0,0,"CBN14799","CBN14799","","",NA,NA,NA,NA,NA,NA,NA,NA
"3693","WBGene00153527",0,0,0,0,"CBN14802","CBN14802","Glutathione S-Transferase","Glutathione S-transferase, N-terminal, Glutathione S-transferase, C-terminal, Glutathione S-transferase, C-terminal-like, Thioredoxin-like superfamily, Glutathione S-transferase, C-terminal domain superfamily, Glutathione transferase family",NA,NA,"CBG06384 | WBGene00028672",74.1627,NA,NA,"CJA16202 | WBGene00135406",63.6364
"3694","WBGene00153536",0.173789330661689,0.322839456370052,0,0,"Cbn-trpl-3","CBN14811","Ion_trans domain-containing protein","",NA,NA,NA,NA,NA,NA,"CJA21788 | WBGene00177360",16.6667
"3695","WBGene00153537",0,0.0293490414881866,0,0,"CBN14812","CBN14812","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3696","WBGene00153551",0.0579297768872298,0.17609424892912,0,0,"CBN14826","CBN14826","Delphilin-like","","F20D12.7 | WBGene00017645",94.9045,"CBG30427 | WBGene00270579",94.9045,"CRE10806 | WBGene00059375",97.4522,"CJA05587 | WBGene00124791",71.3376
"3697","WBGene00153558",0.434473326654223,0,0,0,"CBN14833","CBN14833","","",NA,NA,NA,NA,NA,NA,NA,NA
"3698","WBGene00153565",0.550332880428683,0,0,0,"CBN14840","CBN14840","","",NA,NA,NA,NA,NA,NA,NA,NA
"3699","WBGene00153571",0.0289648884436149,0.0586980829763732,0,0.390801369472212,"CBN14846","CBN14846","RGS domain-containing protein","RGS domain, RGS domain superfamily, RGS, subdomain 2",NA,NA,NA,NA,NA,NA,NA,NA
"3700","WBGene00153572",0.144824442218074,0,0,0,"CBN14847","CBN14847","GATA-type domain-containing protein","Zinc finger, GATA-type, Zinc finger, NHR/GATA-type",NA,NA,NA,NA,NA,NA,NA,NA
"3701","WBGene00153575",0.11585955377446,0.557631788275545,0,0,"CBN14850","CBN14850","DUF1767 domain-containing protein","",NA,NA,"CBG27763 | WBGene00089177",28.9575,"CRE00622 | WBGene00051499",28.1853,NA,NA
"3702","WBGene00153581",0,0.117396165952746,0,0.130267123157404,"CBN14856","CBN14856","FBA_2 domain-containing protein","F-box associated domain, type 2",NA,NA,NA,NA,NA,NA,NA,NA
"3703","WBGene00153585",0,0.146745207440933,0,0,"Cbn-twk-34","CBN14860","CBN-TWK-34 protein","Two pore domain potassium channel, Potassium channel domain","twk-34 | WBGene00006686",81.3492,"Cbr-twk-34 | WBGene00027429",87.3016,"Cre-twk-34 | WBGene00063694",85.5159,NA,NA
"3704","WBGene00153589",0,0.117396165952746,0.134440116070219,0,"Cbn-srb-19","CBN14864","CBN-SRB-19 protein","7TM GPCR, serpentine receptor class a (Sra)","srb-19 | WBGene00016928",72.5333,"Cbr-srb-19 | WBGene00024141",81.6,"Cre-srb-19 | WBGene00053163",84,"Cjp-srb-19 | WBGene00120204",70.4
"3705","WBGene00153592",0.0579297768872298,0.117396165952746,0,0,"CBN14867","CBN14867","Recep_L_domain domain-containing protein","Receptor L-domain, Receptor L-domain superfamily","irld-38 | WBGene00019106",25.0965,NA,NA,NA,NA,NA,NA
"3706","WBGene00153595",0.984806207082906,0,0,0,"CBN14870","CBN14870","SKA2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3707","WBGene00153596",0,0.0293490414881866,0,0,"CBN14871","CBN14871","","",NA,NA,NA,NA,NA,NA,NA,NA
"3708","WBGene00153600",0.0579297768872298,0.0586980829763732,0,0,"CBN14875","CBN14875","DUF1771 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3709","WBGene00153602",0.0579297768872298,0,0,0,"CBN14877","CBN14877","","",NA,NA,NA,NA,NA,NA,NA,NA
"3710","WBGene00153603",0,0.234792331905493,0,0,"CBN14878","CBN14878","C2H2-type domain-containing protein","Zinc finger C2H2-type",NA,NA,NA,NA,NA,NA,NA,NA
"3711","WBGene00153608",0,0.205443290417306,0,0,"CBN14883","CBN14883","Polyprotein","",NA,NA,NA,NA,NA,NA,NA,NA
"3712","WBGene00153609",0,0.146745207440933,0,0,"CBN14884","CBN14884","FBA_2 domain-containing protein","F-box associated domain, type 2",NA,NA,NA,NA,NA,NA,NA,NA
"3713","WBGene00153612",0,0,0.134440116070219,0,"CBN14887","CBN14887","Ribosomal l1 domain-containing protein","Ribosomal protein L1, 3-layer alpha/beta-sandwich, Ribosomal protein L1-like, Ribosomal protein L1/ribosomal biogenesis protein","F53F4.11 | WBGene00009993",67.9144,"CBG11519 | WBGene00032629",63.9929,"CRE05616 | WBGene00052842",68.2709,"CJA05207 | WBGene00124411",66.8449
"3714","WBGene00153616",0.0868946653308446,0.0586980829763732,0,0,"CBN14891","CBN14891","Piwi domain-containing protein","Piwi domain, Ribonuclease H-like superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,"Cjp-sago-1 | WBGene00127060",27.4112
"3715","WBGene00153625",0,0,0,0,"CBN14900","CBN14900","","",NA,NA,NA,NA,NA,NA,NA,NA
"3716","WBGene00153634",0,0.117396165952746,0,0.781602738944425,"Cbn-scl-11.1","CBN14909","SCP domain-containing protein","Cysteine-rich  secretory protein-related, Venom allergen 5-like, CAP domain, CAP superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"3717","WBGene00153638",0,0,0,0,"CBN14913","CBN14913","DNA primase","",NA,NA,NA,NA,NA,NA,NA,NA
"3718","WBGene00153641",0.11585955377446,0,0,0,"CBN14916","CBN14916","F-box domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3719","WBGene00153649",0,0,0,0,"Cbn-str-134","CBN14924","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","str-134 | WBGene00006182",66.3609,NA,NA,"CRE09283 | WBGene00056851",27.2171,NA,NA
"3720","WBGene00153655",0.0289648884436149,0,0,0,"CBN14930","CBN14930","Helitron_like_N domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3721","WBGene00153656",0,0.675027954228291,0,0,"CBN14931","CBN14931","Group i salivary lipocalin","",NA,NA,NA,NA,"CRE21258 | WBGene00082864",30.2564,NA,NA
"3722","WBGene00153662",0.0868946653308446,0.17609424892912,0,0,"CBN14937","CBN14937","C2H2-type domain-containing protein","",NA,NA,"CBG07881 | WBGene00029787",27.7592,"CRE24580 | WBGene00085515",26.087,NA,NA
"3723","WBGene00153666",0,0,0,0,"CBN14941","CBN14941","DUF19 domain-containing protein","Domain of unknown function DUF19, Uncharacterised protein family UPF0376","W10G11.1 | WBGene00021134",47.5676,"CBG21356 | WBGene00040160",62.7027,NA,NA,NA,NA
"3724","WBGene00153668",0.0289648884436149,0.352188497858239,0,0.521068492629616,"CBN14943","CBN14943","Neur_chan_LBD domain-containing protein","Neurotransmitter-gated ion-channel ligand-binding domain, Neurotransmitter-gated ion-channel ligand-binding domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"3725","WBGene00153674",0,0,0,0,"CBN14949","CBN14949","Dynamin_M domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3726","WBGene00153678",0.0289648884436149,0.381537539346426,0.0672200580351093,0.260534246314808,"CBN14953","CBN14953","MIF4G domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3727","WBGene00153683",0,0.939169327621971,0,0,"Cbn-cyp-33C11","CBN14958","CBN-CYP-33C11 protein","Cytochrome P450, Cytochrome P450, E-class, group I, Cytochrome P450, conserved site, Cytochrome P450 superfamily","cyp-33C11 | WBGene00021710",71.2551,"CBG06602 | WBGene00028851",33.4008,"Cre-cyp-33C11 | WBGene00057836",81.5789,"CJA23259 | WBGene00178831",56.4777
"3728","WBGene00153686",0,0.352188497858239,0,0.521068492629616,"CBN14961","CBN14961","Nucleolin-like","",NA,NA,NA,NA,NA,NA,NA,NA
"3729","WBGene00153692",0.637227545759527,0,0,0,"CBN14967","CBN14967","Myelin basic protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3730","WBGene00153693",0,0,0,0,"CBN14968","CBN14968","DUF1049 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3731","WBGene00153696",0,0.117396165952746,0,0.260534246314808,"Cbn-srd-23","CBN14971","CBN-SRD-23 protein","7TM GPCR, serpentine receptor class d (Srd)","srd-23 | WBGene00005101",82.7692,"Cbr-srd-23 | WBGene00034461",85.8462,"CRE26846 | WBGene00074170",72,NA,NA
"3732","WBGene00153701",0,0.0293490414881866,0,0,"CBN14976","CBN14976","","",NA,NA,NA,NA,NA,NA,NA,NA
"3733","WBGene00153705",0,0,0,0,"CBN14980","CBN14980","Fructose-bisphosphate aldolase","",NA,NA,NA,NA,NA,NA,NA,NA
"3734","WBGene00153711",0,0.0586980829763732,0,0,"CBN14986","CBN14986","","",NA,NA,NA,NA,NA,NA,NA,NA
"3735","WBGene00153715",0.0579297768872298,0,0,0.260534246314808,"CBN14990","CBN14990","SPK domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3736","WBGene00153717",0,0,0,0,"CBN14992","CBN14992","PRP21_like_P domain-containing protein","Splicing factor 3A subunit 1, conserved domain, Splicing factor 3A subunit 1",NA,NA,NA,NA,NA,NA,NA,NA
"3737","WBGene00153719",0.0579297768872298,0,0,0,"CBN14994","CBN14994","","Yip1 domain, Protein Yip1/4-like","F32D8.14 | WBGene00009336",94.2085,"CBG30632 | WBGene00270686",94.9807,"CRE18069 | WBGene00066220",93.8224,NA,NA
"3738","WBGene00153720",0,0.117396165952746,0,0,"CBN14995","CBN14995","G_PROTEIN_RECEP_F1_2 domain-containing protein","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,NA,NA,"CJA05441 | WBGene00124645",21.6718
"3739","WBGene00153721",0,0,0,0.521068492629616,"CBN14996","CBN14996","DUF4379 domain-containing protein","","Y70C5B.1 | WBGene00013491",29.5455,NA,NA,"CRE12374 | WBGene00067975",24.4318,NA,NA
"3740","WBGene00153726",0.0579297768872298,0.0586980829763732,0,0,"CBN15001","CBN15001","G protein-coupled receptor","7TM GPCR, serpentine receptor class r (Str)","str-28 | WBGene00006094",50.289,NA,NA,"Cre-str-28 | WBGene00057861",69.3642,NA,NA
"3741","WBGene00153727",0.11585955377446,0.117396165952746,0,0,"Cbn-otpl-4","CBN15002","XK-related protein","Otopetrin","otpl-4 | WBGene00018477",52.6132,"Cbr-otpl-4 | WBGene00024724",57.4913,"Cre-otpl-4 | WBGene00053113",58.7108,"Cjp-otpl-4 | WBGene00121579",19.8606
"3742","WBGene00153734",0,0.0293490414881866,0,0,"CBN15009","CBN15009","DUF2197 domain-containing protein","Zinc finger C2H2-type",NA,NA,NA,NA,"CRE07342 | WBGene00079597",8.98876,NA,NA
"3743","WBGene00153740",0.0868946653308446,0,0,0,"CBN15015","CBN15015","DUF3837 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3744","WBGene00153741",0,0.117396165952746,0,0.260534246314808,"CBN15016","CBN15016","","",NA,NA,NA,NA,NA,NA,NA,NA
"3745","WBGene00153742",0.521367991985068,0,0,0,"CBN15017","CBN15017","Eukaryotic translation initiation factor 3 30 kDa subunit","",NA,NA,NA,NA,NA,NA,NA,NA
"3746","WBGene00153744",0.0289648884436149,0,0,0,"CBN15019","CBN15019","Suppressor APC domain-containing protein 1","",NA,NA,NA,NA,NA,NA,NA,NA
"3747","WBGene00153746",0,0,0,0,"CBN15021","CBN15021","Na_H_Exchanger domain-containing protein","Cation/H+ exchanger, Sodium/solute  symporter  superfamily","slc-9B.2 | WBGene00010214",60.7759,NA,NA,NA,NA,NA,NA
"3748","WBGene00153762",0,0,0,0,"CBN15037","CBN15037","ATP-dependent DNA helicase","",NA,NA,NA,NA,NA,NA,"CJA35302 | WBGene00211149",4.35897
"3749","WBGene00153763",0,0.0586980829763732,0,0.130267123157404,"CBN15038","CBN15038","Transmembrane domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3750","WBGene00153764",0.0579297768872298,0,0,0,"CBN15039","CBN15039","","",NA,NA,NA,NA,NA,NA,NA,NA
"3751","WBGene00153766",0,0.0586980829763732,0,0,"CBN15041","CBN15041","Transposase","",NA,NA,NA,NA,NA,NA,NA,NA
"3752","WBGene00153767",0,0,0,0,"CBN15042","CBN15042","C-type lectin domain-containing protein","C-type lectin fold",NA,NA,NA,NA,"CRE24558 | WBGene00059591",40.9091,NA,NA
"3753","WBGene00153768",0,0.293490414881866,0,0,"CBN15043","CBN15043","Secreted protein","Protein of unknown function DUF4473",NA,NA,"CBG22859 | WBGene00041322",49.1228,NA,NA,NA,NA
"3754","WBGene00153775",0,0.0586980829763732,0,0,"CBN15050","CBN15050","","",NA,NA,NA,NA,NA,NA,NA,NA
"3755","WBGene00153776",0.144824442218074,0,0,0,"CBN15051","CBN15051","Transthyretin-like family protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3756","WBGene00153777",0,0,0,0,"CBN15052","CBN15052","","",NA,NA,NA,NA,NA,NA,NA,NA
"3757","WBGene00153778",0,0.498933705299172,0.268880232140437,0,"Cbn-grd-5.2","CBN15053","Ground-like domain-containing protein","Ground-like domain","grd-5 | WBGene00001694",95.098,"Cbr-grd-5 | WBGene00024706",96.0784,NA,NA,"Cjp-grd-5 | WBGene00134659",91.1765
"3758","WBGene00153785",0,0.0586980829763732,0,0.260534246314808,"Cbn-srw-99","CBN15060","G_PROTEIN_RECEP_F1_2 domain-containing protein","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)",NA,NA,"CBG31187 | WBGene00303111",35.0711,"CRE09334 | WBGene00056915",35.0711,NA,NA
"3759","WBGene00153798",0,0.0586980829763732,0,0,"CBN15073","CBN15073","Ubiquitin-like domain-containing protein","Ubiquitin-like domain, Ubiquitin-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"3760","WBGene00153804",0.144824442218074,0.0586980829763732,0.201660174105328,0.260534246314808,"CBN15079","CBN15079","F-box domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3761","WBGene00153805",0.0579297768872298,0,0,0,"CBN15080","CBN15080","","",NA,NA,"CBG07852 | WBGene00029765",23.3831,"CRE24531 | WBGene00059557",41.791,NA,NA
"3762","WBGene00153806",0,0.0880471244645598,0,0.390801369472212,"CBN15081","CBN15081","Gamma-tubulin complex component","",NA,NA,NA,NA,NA,NA,NA,NA
"3763","WBGene00153808",0.289648884436149,0.293490414881866,0,0,"CBN15083","CBN15083","PAZ domain-containing protein","PAZ domain, PAZ domain superfamily",NA,NA,NA,NA,"CRE19838 | WBGene00085111",64.7887,NA,NA
"3764","WBGene00153810",0,0,0,0,"CBN15085","CBN15085","FBA_2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3765","WBGene00153813",0.202754219105304,0,0,0.521068492629616,"CBN15088","CBN15088","","",NA,NA,NA,NA,NA,NA,NA,NA
"3766","WBGene00153814",0,0,0,0,"CBN15089","CBN15089","ANIS5_cation-bd domain-containing protein","SXP/RAL-2 family protein Ani s 5-like, cation-binding domain","Y57G11C.39 | WBGene00013328",70.9497,"CBG21549 | WBGene00040286",74.8603,"CRE24873 | WBGene00068911",54.1899,NA,NA
"3767","WBGene00153817",0.0579297768872298,0,0,0,"CBN15092","CBN15092","G_PROTEIN_RECEP_F1_2 domain-containing protein","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)",NA,NA,NA,NA,NA,NA,NA,NA
"3768","WBGene00153819",0.550332880428683,0.0293490414881866,0,0,"CBN15094","CBN15094","DUF3362 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3769","WBGene00153821",0,0,0,0,"CBN15096","CBN15096","rRNA-processing protein EFG1","",NA,NA,NA,NA,NA,NA,NA,NA
"3770","WBGene00153823",0,0,0,0,"CBN15098","CBN15098","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily","F57A8.7 | WBGene00010182",88.2716,"CBG08609 | WBGene00030368",90.7407,"CRE27487 | WBGene00052657",91.5638,"CJA13027 | WBGene00132231",60.9053
"3771","WBGene00153826",0.231719107548919,0,0,0,"CBN15101","CBN15101","FBA_2 domain-containing protein","F-box associated domain, type 2",NA,NA,NA,NA,NA,NA,NA,NA
"3772","WBGene00153829",0,0.0586980829763732,0,0,"CBN15104","CBN15104","RNA helicase","ATP-dependent RNA helicase DEAD-box, conserved site, Helicase, C-terminal, DEAD/DEAH box helicase domain, Helicase superfamily 1/2, ATP-binding domain, RNA helicase, DEAD-box type, Q motif, P-loop containing nucleoside triphosphate hydrolase","H20J04.4 | WBGene00019219",85.3791,"CBG03667 | WBGene00026478",86.8231,"CRE02993 | WBGene00063499",24.1877,"CJA08186 | WBGene00127390",70.9386
"3773","WBGene00153834",0.811016876421217,0.0586980829763732,0,0,"CBN15109","CBN15109","","","K08H2.4 | WBGene00010691",23.8372,NA,NA,"CRE09376 | WBGene00057003",28.4884,NA,NA
"3774","WBGene00153838",0,0,0,0,"CBN15113","CBN15113","","",NA,NA,NA,NA,NA,NA,NA,NA
"3775","WBGene00153842",0.0579297768872298,0.264141373393679,0,0,"CBN15117","CBN15117","Myb-like domain-containing protein","SANT/Myb domain, Homeobox-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"3776","WBGene00153849",0,0,0,0.130267123157404,"CBN15124","CBN15124","ANK_REP_REGION domain-containing protein","Protein of unknown function DUF1280",NA,NA,NA,NA,NA,NA,"CJA41316 | WBGene00217164",33.7516
"3777","WBGene00153852",0,0.17609424892912,0,0,"CBN15127","CBN15127","","",NA,NA,NA,NA,NA,NA,NA,NA
"3778","WBGene00153853",0.11585955377446,0.322839456370052,0,0,"CBN15128","CBN15128","Vps4_C domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3779","WBGene00153856",0,0,0,0,"CBN15131","CBN15131","FLYWCH-type domain-containing protein","",NA,NA,NA,NA,"CRE05901 | WBGene00067943",47.4453,NA,NA
"3780","WBGene00153857",0.0579297768872298,0.117396165952746,0,0.260534246314808,"CBN15132","CBN15132","Transmembrane protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3781","WBGene00153866",0,0,0,0,"CBN15141","CBN15141","","",NA,NA,NA,NA,NA,NA,NA,NA
"3782","WBGene00153867",0,0.352188497858239,0,0,"CBN15142","CBN15142","Lipocln_cytosolic_FA-bd_dom domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3783","WBGene00153877",0.347578661323379,0,0,0,"CBN15152","CBN15152","FBA_2 domain-containing protein","F-box associated domain, type 2",NA,NA,NA,NA,NA,NA,NA,NA
"3784","WBGene00153878",0,0,0,0,"CBN15153","CBN15153","CW domain-containing protein","PAN-3 domain",NA,NA,"CBG21684 | WBGene00040388",53.0547,"CRE01367 | WBGene00070269",56.5916,NA,NA
"3785","WBGene00153883",0,0,0,0,"CBN15158","CBN15158","","Glycoside hydrolase family 47, Six-hairpin glycosidase-like superfamily, Seven-hairpin glycosidases","mans-2 | WBGene00008258",88.8889,"Cbr-mans-2 | WBGene00041717",96.2963,"Cre-mans-2 | WBGene00052400",96.2963,"Cjp-mans-2 | WBGene00121209",88.8889
"3786","WBGene00153888",0,0.0586980829763732,0,0,"CBN15163","CBN15163","Myb_DNA-bind_3 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3787","WBGene00153889",0,0.0586980829763732,0,0,"CBN15164","CBN15164","Bestrophin homolog","Bestrophin, Bestrophin/UPF0187","best-14 | WBGene00009340",97.9827,"Cbr-best-14 | WBGene00031197",98.5591,"Cre-best-14 | WBGene00065044",97.6945,"Cjp-best-14 | WBGene00120855",93.9481
"3788","WBGene00153893",0,0.0293490414881866,0,0,"CBN15168","CBN15168","Serpentine receptor class gamma","",NA,NA,NA,NA,"CRE05911 | WBGene00069024",30.2326,NA,NA
"3789","WBGene00153894",0.0579297768872298,0.0293490414881866,0,0.130267123157404,"CBN15169","CBN15169","PH domain-containing protein","",NA,NA,NA,NA,"CRE06997 | WBGene00067280",33.1395,NA,NA
"3790","WBGene00153907",0.0289648884436149,0.264141373393679,0,0,"CBN15182","CBN15182","","Nematode insulin-like peptide, beta type",NA,NA,NA,NA,NA,NA,NA,NA
"3791","WBGene00153912",0,0,0,0,"CBN15187","CBN15187","DUF4187 domain-containing protein","","Y14H12B.1 | WBGene00021191",31.9728,"CBG31192 | WBGene00303119",18.3673,NA,NA,NA,NA
"3792","WBGene00153913",0,0,0,0,"CBN15188","CBN15188","Ribonuclease P","Ribonuclease H-like superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"3793","WBGene00153914",0.11585955377446,0.0293490414881866,0,0.521068492629616,"CBN15189","CBN15189","Alba domain-containing protein","","F54C1.6 | WBGene00018791",59.3361,"CBG10770 | WBGene00032049",60.9958,"CRE19284 | WBGene00072051",65.1452,"CJA03138 | WBGene00122342",51.4523
"3794","WBGene00153915",0,0,0,0,"CBN15190","CBN15190","Protein kinase domain-containing protein","",NA,NA,"CBG06952 | WBGene00029135",15.1203,NA,NA,"CJA10043 | WBGene00129247",16.8385
"3795","WBGene00153916",0.173789330661689,0.17609424892912,0.268880232140437,0.260534246314808,"CBN15191","CBN15191","FBA_2 domain-containing protein","F-box associated domain, type 2",NA,NA,NA,NA,NA,NA,NA,NA
"3796","WBGene00153928",0.202754219105304,0,0,0,"CBN15203","CBN15203","Small muscular protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3797","WBGene00153931",0,0,0,0,"CBN15206","CBN15206","DUF4283 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"3798","WBGene00153932",0,0,0,0,"CBN15207","CBN15207","Adenylosuccinate synthetase","Adenylosuccinate synthetase, P-loop containing nucleoside triphosphate hydrolase, Adenylosuccinate synthase,  active site, Adenylosuccinate synthetase, domain 1, Adenylosuccinate synthetase, domain 2, Adenylosuccinate synthetase, domain 3","adss-1 | WBGene00016509",91.6279,"Cbr-adss-1 | WBGene00030553",89.5349,"Cre-adss-1 | WBGene00057991",91.8605,"Cjp-adss-1 | WBGene00211490",86.2791
"3799","WBGene00153933",0.231719107548919,0.410886580834612,0.268880232140437,0,"CBN15208","CBN15208","GH18 domain-containing protein","Glycoside hydrolase family 18, catalytic domain, Chitinase II, Glycoside hydrolase superfamily","chil-12 | WBGene00010799",38.6167,"CBG18734 | WBGene00038102",53.3141,"CRE01660 | WBGene00077959",62.2478,NA,NA
"3800","WBGene00153936",0,0.117396165952746,0,0.130267123157404,"CBN15211","CBN15211","CW domain-containing protein","PAN-3 domain, C-type lectin fold",NA,NA,NA,NA,"Cre-clec-102.1 | WBGene00078410",32.4786,NA,NA
