"","geneID","EE-SRS266350","L2-SRS266346","L4-SRS266347","Ad_female-SRS266349","Ad_male-SRS266348","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"4997","WBGene00184883",0,0,0,0,0,"CJA29309","CJA29309","Recep_L_domain domain-containing protein","Endonuclease/exonuclease/phosphatase superfamily",NA,NA,NA,NA,NA,NA,"CRE23006 | WBGene00078666",15.2074
"4998","WBGene00184893",0,0,0,0,0,"CJA29319","CJA29319","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"4999","WBGene00184898",0,0,0,0,0,"Cjp-sbds-1","CJA29324","Ribosome maturation protein SBDS","Ribosome maturation protein Sdo1/SBDS, Ribosome maturation protein SBDS, conserved site, Ribosome maturation protein SDO1/SBDS, central domain, Ribosome maturation protein SDO1/SBDS, N-terminal, Ribosome maturation protein SBDS, N-terminal domain superfamily, Ribosome maturation protein Sdo1/SBDS, central domain superfamily, Ribosome maturation protein Sdo1/SBDS-like","sbds-1 | WBGene00021063",35.3982,"Cbr-sbds-1 | WBGene00035564",35.177,"Cbn-sbds-1 | WBGene00154592",36.2832,"Cre-sbds-1 | WBGene00064830",35.177
"5000","WBGene00184906",0,0,0,0,0,"CJA29332","CJA29332","Reverse transcriptase domain-containing protein","Reverse transcriptase domain",NA,NA,NA,NA,"CBN02039 | WBGene00140764",26.7782,"CRE15163 | WBGene00079716",1.67364
"5001","WBGene00184917",0,0.120807620689682,0,0,0.122825316361167,"CJA29343","CJA29343","4F5 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5002","WBGene00184922",0,0,0,0,0,"CJA29348","CJA29348","Neur_chan_memb domain-containing protein","Neurotransmitter-gated ion-channel transmembrane domain superfamily, Neuronal acetylcholine receptor",NA,NA,NA,NA,NA,NA,NA,NA
"5003","WBGene00184928",0.128566408053194,0,0,0,0,"CJA29354","CJA29354","BTB domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5004","WBGene00184931",0,0,0,0,0.0614126581805837,"CJA29357","CJA29357","Lipase_3 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5005","WBGene00184938",0,0,0,0,0,"CJA29364","CJA29364","Phlebovirus_G2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5006","WBGene00184942",0,0,0,0,0,"CJA29368","CJA29368","PDZ domain-containing protein","PDZ domain, PDZ superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5007","WBGene00184943",0.128566408053194,0,0,0,0,"CJA29369","CJA29369","poly(ADP-ribose) glycohydrolase","Poly(ADP-ribose) glycohydrolase, Poly (ADP-ribose) glycohydrolase (PARG), catalytic domain",NA,NA,NA,NA,NA,NA,NA,NA
"5008","WBGene00206539",0,0,0,0,0,"CJA30692","CJA30692","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5009","WBGene00206540",0,0,0,0,0,"CJA30693","CJA30693","WD_REPEATS_REGION domain-containing protein","WD40 repeat, WD40/YVTN repeat-like-containing domain superfamily, WD40-repeat-containing domain superfamily, Soluble quinoprotein glucose/sorbosone dehydrogenase",NA,NA,NA,NA,NA,NA,NA,NA
"5010","WBGene00206544",0,0,0,0,0,"CJA30697","CJA30697","F-box domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5011","WBGene00206545",0,0,0,0,0,"CJA30698","CJA30698","Molybdopterin domain-containing protein","Molybdopterin oxidoreductase",NA,NA,NA,NA,NA,NA,NA,NA
"5012","WBGene00206551",0,0,0,0,0,"CJA30704","CJA30704","Gag-pol polyprotein","",NA,NA,NA,NA,NA,NA,"CRE02317 | WBGene00053215",40
"5013","WBGene00206553",0.064283204026597,0,0.243872564635222,0.0610230253910096,0,"CJA30706","CJA30706","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5014","WBGene00206554",0,0.120807620689682,0,0,0,"CJA30707","CJA30707","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5015","WBGene00206555",0,0,0,0,0,"CJA30708","CJA30708","HTH_Tnp_Tc3_1 domain-containing protein","Homeobox-like domain superfamily, Tc3 transposase, DNA binding domain",NA,NA,NA,NA,NA,NA,NA,NA
"5016","WBGene00206556",0,0,0,0,0,"CJA30709","CJA30709","HTH_Tnp_Tc3_1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5017","WBGene00206557",0,0,0,0,0,"CJA30710","CJA30710","HTH_38 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5018","WBGene00206558",0.064283204026597,0,0.121936282317611,0,0.122825316361167,"CJA30711","CJA30711","PHD domain-containing protein","Zinc finger, FYVE/PHD-type",NA,NA,NA,NA,NA,NA,NA,NA
"5019","WBGene00206560",0,0,0,0,0,"CJA30713","CJA30713","HTH_Tnp_Tc3_1 domain-containing protein","Ribonuclease H superfamily, Homeobox-like domain superfamily, Tc3 transposase, DNA binding domain",NA,NA,NA,NA,NA,NA,NA,NA
"5020","WBGene00206563",0,0,0,0,0,"CJA30716","CJA30716","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5021","WBGene00206565",0.192849612079791,0,0,0,0,"CJA30718","CJA30718","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5022","WBGene00206567",0,0,0,0,0,"CJA30720","CJA30720","Retrotrans_gag domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5023","WBGene00206568",0,0.422826672413888,0.121936282317611,0.183069076173029,0,"CJA30721","CJA30721","FLYWCH-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5024","WBGene00206571",0,0,0,0.0610230253910096,0.0614126581805837,"CJA30724","CJA30724","Nuclear pore complex protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5025","WBGene00206573",0.192849612079791,0,0,0,0,"CJA30726","CJA30726","HTH_Tnp_Tc3_1 domain-containing protein","Homeobox-like domain superfamily, Tc3 transposase, DNA binding domain",NA,NA,NA,NA,NA,NA,NA,NA
"5026","WBGene00206574",0,0,0,0,0.122825316361167,"CJA30727","CJA30727","Histone-lysine N-methyltransferase SETMAR","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5027","WBGene00206575",0,0,0,0,0.429888607264086,"CJA30728","CJA30728","RUN domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5028","WBGene00206576",0,0,0,0,0,"CJA30729","CJA30729","WSN domain-containing protein","","tmed-13 | WBGene00022255",71.0938,"Cbr-tmed-13 | WBGene00027887",69.5312,"CBN07329 | WBGene00146054",70.3125,"CRE16819 | WBGene00066131",69.5312
"5029","WBGene00206579",0,0,0,0,0,"CJA30732","CJA30732","FERM domain-containing protein","FERM domain, FERM, N-terminal, Ubiquitin-like domain superfamily, ","frm-1 | WBGene00001488",36.4807,"Cbr-frm-1 | WBGene00030496",38.1974,"CBN11667 | WBGene00150392",28.7554,"Cre-frm-1 | WBGene00061195",36.9099
"5030","WBGene00206580",0.192849612079791,0.302019051724206,0.0609681411588056,0.0610230253910096,0.0614126581805837,"CJA30733","CJA30733","HTH_Tnp_Tc3_2 domain-containing protein","Ribonuclease H superfamily, Transposase, Tc1-like",NA,NA,NA,NA,NA,NA,NA,NA
"5031","WBGene00206581",0,0,0,0,0,"CJA30734","CJA30734","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5032","WBGene00206582",0,0,0,0,0.184237974541751,"CJA30735","CJA30735","Translocon at the inner envelope membrane of chloroplasts 214","",NA,NA,NA,NA,NA,NA,NA,NA
"5033","WBGene00206583",0,0.120807620689682,0,0,0,"CJA30736","CJA30736","RanBD1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5034","WBGene00206584",0,0,0,0,0,"CJA30737","CJA30737","HSNSD domain-containing protein","",NA,NA,NA,NA,NA,NA,"CRE07998 | WBGene00070427",35.4167
"5035","WBGene00206585",0,0.120807620689682,0.304840705794028,0.183069076173029,0.0614126581805837,"CJA30738","CJA30738","GIT1_C domain-containing protein","",NA,NA,NA,NA,NA,NA,"CRE26276 | WBGene00084793",97.5
"5036","WBGene00206588",0,0,0,0,0,"CJA30741","CJA30741","BHLH domain-containing protein","Myc-type, basic helix-loop-helix (bHLH) domain, Helix-loop-helix DNA-binding domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5037","WBGene00206589",0,0,0,0,0,"CJA30742","CJA30742","HTH psq-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5038","WBGene00206593",0,0,0,0,0,"CJA30746","CJA30746","SMAP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5039","WBGene00206594",0,0,0,0,0,"CJA30747","CJA30747","HTH_Tnp_Tc3_1 domain-containing protein","Homeobox-like domain superfamily, Tc3 transposase, DNA binding domain, Ribonuclease H superfamily, Tc1-like transposase, DDE domain",NA,NA,NA,NA,NA,NA,NA,NA
"5040","WBGene00206595",0,0,0,0,0.122825316361167,"CJA30748","CJA30748","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5041","WBGene00206596",0,0,0,0,0,"CJA30749","CJA30749","Peptidase A1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5042","WBGene00206599",0.385699224159582,0,0,0,0,"CJA30752","CJA30752","DUF2807 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5043","WBGene00206604",0.128566408053194,0.362422862069047,0,0.122046050782019,0,"CJA30757","CJA30757","ANK_REP_REGION domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5044","WBGene00206605",0.128566408053194,0,0,0,0,"CJA30758","CJA30758","HTH_Tnp_Tc3_1 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5045","WBGene00206611",0,0,0,0,0,"CJA30764","CJA30764","MADF domain-containing protein","MADF domain",NA,NA,NA,NA,NA,NA,"CRE27908 | WBGene00067676",26.3456
"5046","WBGene00206614",0.128566408053194,0,0,0,0,"CJA30767","CJA30767","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5047","WBGene00206620",0,0,0,0.0610230253910096,0,"CJA30773","CJA30773","WASH_WAHD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5048","WBGene00206622",0.128566408053194,0.0604038103448411,0,0,0,"CJA30775","CJA30775","Receptor for retinol uptake STRA6","",NA,NA,NA,NA,NA,NA,NA,NA
"5049","WBGene00206624",0,0,0.243872564635222,0,0,"CJA30777","CJA30777","ZP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5050","WBGene00206625",0.064283204026597,0.120807620689682,0,0.183069076173029,0,"CJA30778","CJA30778","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5051","WBGene00206627",0.064283204026597,0.0604038103448411,0,0,0,"CJA30780","CJA30780","Fork-head domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5052","WBGene00206629",0,0,0,0,0,"CJA30782","CJA30782","MSP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5053","WBGene00206633",0,0,0,0,0,"CJA30786","CJA30786","G_PROTEIN_RECEP_F1_2 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5054","WBGene00206639",0,0,0,0,0,"CJA30792","CJA30792","Histone-lysine N-methyltransferase SETMAR","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,"CRE23010 | WBGene00078662",59.596
"5055","WBGene00206640",0,0.0604038103448411,0,0,0,"CJA30793","CJA30793","BHLH domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5056","WBGene00206641",0,0,0,0,0,"CJA30794","CJA30794","RT_RNaseH domain-containing protein","Reverse transcriptase, RNase H-like domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5057","WBGene00206642",0.064283204026597,0,0,0,0,"CJA30795","CJA30795","Uso1_p115_head domain-containing protein","Vesicle tethering protein Uso1/P115-like , head domain, Uso1/p115-like vesicle tethering protein, C-terminal, Armadillo-like helical","uso-1 | WBGene00010713",73.743,"Cbr-uso-1 | WBGene00024952",79.3296,"Cbn-uso-1 | WBGene00145085",77.095,"Cre-uso-1 | WBGene00062778",77.933
"5058","WBGene00206645",0,0,0,0,0,"CJA30798","CJA30798","SERPIN domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5059","WBGene00206646",0,0,0,0,0,"Cjp-pqn-21.2","CJA30799","E2F_CC-MB domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5060","WBGene00206647",0,0,0,0,0,"CJA30800","CJA30800","Thymidylate_kin domain-containing protein","P-loop containing nucleoside triphosphate hydrolase, Guanine nucleotide binding protein (G-protein), alpha subunit",NA,NA,NA,NA,NA,NA,NA,NA
"5061","WBGene00206650",0,0,0,0,0,"Cjp-pptr-1.3","CJA30803","Serine/threonine protein phosphatase 2A regulatory subunit","Protein phosphatase 2A, regulatory B subunit, B56, Armadillo-like helical, Armadillo-type fold","pptr-1 | WBGene00012348",84.8341,"Cbr-pptr-1 | WBGene00041281",84.8341,"Cbn-pptr-1.1 | WBGene00158687",84.8341,"Cre-pptr-1 | WBGene00063782",84.8341
"5062","WBGene00206651",0.192849612079791,0,0.304840705794028,0.122046050782019,0,"CJA30804","CJA30804","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5063","WBGene00206652",0,0,0,0,0,"CJA30805","CJA30805","Peptidase_M14 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5064","WBGene00206653",0,0,0,0,0,"CJA30806","CJA30806","DDE_3 domain-containing protein","Transposase, Tc1-like, Ribonuclease H superfamily, Tc1-like transposase, DDE domain",NA,NA,NA,NA,NA,NA,"CRE13033 | WBGene00060211",46.0905
"5065","WBGene00206654",0,0,0,0,0,"Cjp-ckb-1","CJA30807","Choline/ethanolamine kinase","Protein kinase-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5066","WBGene00206655",0,0.120807620689682,0,0,0,"CJA30808","CJA30808","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5067","WBGene00206656",0,0,0,0,0,"CJA30809","CJA30809","FBA_2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5068","WBGene00206657",0.064283204026597,0,0,0,0,"CJA30810","CJA30810","C2H2-type domain-containing protein",", Zinc finger C2H2-type, Zinc finger C2H2 superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5069","WBGene00206659",0,0,0,0,0,"CJA30812","CJA30812","NR LBD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5070","WBGene00206661",0,0,0,0,0,"CJA30814","CJA30814","PAZ domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5071","WBGene00206662",0,0.0604038103448411,0,0,0,"CJA30815","CJA30815","BTB domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5072","WBGene00206664",0.064283204026597,0.241615241379364,0,0.122046050782019,0,"CJA30817","CJA30817","CCHC-type domain-containing protein","Zinc finger, CCHC-type, Zinc finger, CCHC-type superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5073","WBGene00206665",0,0,0,0,0,"CJA30818","CJA30818","Transposase","",NA,NA,NA,NA,NA,NA,"CRE11295 | WBGene00074650",60
"5074","WBGene00206668",0,0,0,0,0,"CJA30821","CJA30821","DUF4864 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5075","WBGene00206669",0,0,0,0,0,"CJA30822","CJA30822","PAS domain-containing protein","","ahr-1 | WBGene00000096",55.5256,"Cbr-ahr-1 | WBGene00042584",53.0997,"Cbn-ahr-1.1 | WBGene00140321",57.1429,"Cre-ahr-1 | WBGene00085835",56.8733
"5076","WBGene00206670",0.128566408053194,0.120807620689682,0,0,0,"CJA30823","CJA30823","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5077","WBGene00206671",0.257132816106388,0.483230482758729,0.121936282317611,0,0,"CJA30824","CJA30824","BTB_2 domain-containing protein","Protein patched/dispatched",NA,NA,NA,NA,NA,NA,NA,NA
"5078","WBGene00206674",0,0.120807620689682,0,0,0,"CJA30827","CJA30827","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5079","WBGene00206675",0,0,0,0,0,"CJA30828","CJA30828","Reverse transcriptase domain-containing protein","Reverse transcriptase domain",NA,NA,NA,NA,NA,NA,NA,NA
"5080","WBGene00206676",0,0,0,0,0,"CJA30829","CJA30829","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5081","WBGene00206678",0,0,0,0,0.122825316361167,"CJA30831","CJA30831","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5082","WBGene00206679",0,0,0,0,0,"CJA30832","CJA30832","SOCS box domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5083","WBGene00206681",0,0.0604038103448411,0,0,0,"CJA30834","CJA30834","TDP43_N domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5084","WBGene00206682",0,0,0,0,0,"CJA30835","CJA30835","RHD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5085","WBGene00206683",0,0,0,0,0,"CJA30836","CJA30836","HTH_Tnp_Tc3_1 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5086","WBGene00206687",0.064283204026597,0,0.0609681411588056,0.0610230253910096,0,"CJA30840","CJA30840","Endo/exonuclease/phosphatase domain-containing protein","Endonuclease/exonuclease/phosphatase, Endonuclease/exonuclease/phosphatase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5087","WBGene00206692",0,0,0,0,0.0614126581805837,"CJA30845","CJA30845","Lipase maturation factor","",NA,NA,NA,NA,NA,NA,NA,NA
"5088","WBGene00206693",0,0.120807620689682,0,0,0,"CJA30846","CJA30846","SGNH domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5089","WBGene00206695",0,0,0,0,0.0614126581805837,"CJA30848","CJA30848","Fam20C domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5090","WBGene00206697",0,0,0,0,0,"CJA30850","CJA30850","Helix-turn-helix domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5091","WBGene00206698",0,0,0,0,0,"CJA30851","CJA30851","ICA69 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5092","WBGene00206699",0,0,0,0,0,"CJA30852","CJA30852","MH2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5093","WBGene00206703",0,0,0,0,0,"CJA30856","CJA30856","G_PROTEIN_RECEP_F1_2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5094","WBGene00206704",0,0,0,0,0,"CJA30857","CJA30857","HTH_17 domain-containing protein","",NA,NA,NA,NA,NA,NA,"CRE22067 | WBGene00069439",30.8642
"5095","WBGene00206705",0,0,0,0,0,"CJA30858","CJA30858","Ig-like domain-containing protein","Nuclear pore membrane glycoprotein 210-like",NA,NA,NA,NA,NA,NA,NA,NA
"5096","WBGene00206706",0,0,0,0,0,"CJA30859","CJA30859","DB domain-containing protein","Domain of unknown function DB","C56C10.4 | WBGene00016962",93.1034,"CBG04322 | WBGene00027023",93.1034,"CBN03146 | WBGene00141871",91.954,"CRE26520 | WBGene00054114",94.2529
"5097","WBGene00206707",0.257132816106388,0,0,0,0,"CJA30860","CJA30860","HTH_48 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5098","WBGene00206711",0.257132816106388,0.0604038103448411,0,0,0.122825316361167,"CJA30864","CJA30864","Methyltransf_21 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5099","WBGene00206712",0,0,0,0,0,"CJA30865","CJA30865","FGGY_N domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5100","WBGene00206713",0,0,0,0,0,"CJA30866","CJA30866","HTH_38 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5101","WBGene00206714",0,0,0,0,0,"CJA30867","CJA30867","Reverse transcriptase","",NA,NA,NA,NA,NA,NA,NA,NA
"5102","WBGene00206715",0,0,0,0,0,"CJA30868","CJA30868","HTH_48 domain-containing protein","Transposase, type 1, Ribonuclease H superfamily, Mos1 transposase, HTH domain",NA,NA,NA,NA,NA,NA,NA,NA
"5103","WBGene00206716",0,0,0,0,0,"CJA30869","CJA30869","SWIB domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5104","WBGene00206719",0,0,0,0,0,"CJA30872","CJA30872","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5105","WBGene00206720",0.128566408053194,0,0,0,0.122825316361167,"CJA30873","CJA30873","START domain-containing protein","START domain, START-like domain superfamily","strl-1 | WBGene00009940",72.028,"Cbr-strl-1 | WBGene00026613",72.7273,"Cbn-strl-1.1 | WBGene00160462",71.3287,"Cre-strl-1 | WBGene00080032",71.3287
"5106","WBGene00206721",0,0.241615241379364,0.304840705794028,0.183069076173029,0.245650632722335,"CJA30874","CJA30874","Calpain catalytic domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5107","WBGene00206722",0,0.120807620689682,0,0,0,"CJA30875","CJA30875","PAS domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5108","WBGene00206723",0,0,0,0,0,"CJA30876","CJA30876","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5109","WBGene00206724",0,0.0604038103448411,0,0,0,"CJA30877","CJA30877","Piwi domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5110","WBGene00206725",0.321416020132985,0.181211431034523,0.121936282317611,0,0,"CJA30878","CJA30878","CUT domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5111","WBGene00206727",0,0,0,0,0,"CJA30880","CJA30880","Transmembrane protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5112","WBGene00206728",0,0,0,0,0,"CJA30881","CJA30881","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class g (Srg)",NA,NA,NA,NA,NA,NA,NA,NA
"5113","WBGene00206730",0,0,0,0,0,"CJA30883","CJA30883","BTB domain-containing protein","",NA,NA,NA,NA,"CBN18346 | WBGene00157071",9.62733,NA,NA
"5114","WBGene00206732",0,0,0,0.122046050782019,0.0614126581805837,"CJA30885","CJA30885","Reverse transcriptase domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5115","WBGene00206733",0.385699224159582,0.120807620689682,0,0,0.0614126581805837,"CJA30886","CJA30886","EFTUD2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5116","WBGene00206735",0,0,0,0,0,"CJA30888","CJA30888","CW domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5117","WBGene00206737",0,0,0,0,0.614126581805837,"CJA30890","CJA30890","Loricrin","Protein of unknown function DUF780, Caenorhabditis species","nspd-6 | WBGene00043147",74.6479,"CBG17794 | WBGene00037331",76.0563,"CBN16095 | WBGene00154820",74.6479,"CRE11888 | WBGene00057463",76.0563
"5118","WBGene00206738",0,0,0,0.0610230253910096,0,"CJA30891","CJA30891","PAZ domain-containing protein","","F26D2.3 | WBGene00009148",55.7143,"CBG31143 | WBGene00284905",0,"CBN14562 | WBGene00153287",57.1429,"CRE15880 | WBGene00061152",54.2857
"5119","WBGene00206740",0,0,0,0,0,"CJA30893","CJA30893","Endo/exonuclease/phosphatase domain-containing protein","Endonuclease/exonuclease/phosphatase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5120","WBGene00206742",0,0.0604038103448411,0.0609681411588056,0,0,"CJA30895","CJA30895","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5121","WBGene00206743",0,0,0,0,0,"CJA30896","CJA30896","PucR domain-containing protein","Purine catabolism PurC-like domain",NA,NA,NA,NA,NA,NA,NA,NA
"5122","WBGene00206744",0,0,0,0,0.122825316361167,"CJA30897","CJA30897","Integrin_b_cyt domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5123","WBGene00206745",0,0,0,0,0,"CJA30898","CJA30898","HUN domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5124","WBGene00206748",0,0,0,0,0,"CJA30901","CJA30901","Very-long-chain 3-oxoacyl-CoA synthase","",NA,NA,NA,NA,NA,NA,NA,NA
"5125","WBGene00206749",0.064283204026597,0.181211431034523,0.121936282317611,0,0,"CJA30902","CJA30902","BHLH domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5126","WBGene00206750",0,0,0,0,0,"CJA30903","CJA30903","CCHC-type domain-containing protein","Zinc finger, CCHC-type, Retrotransposon gag domain, Zinc finger, CCHC-type superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5127","WBGene00206751",0.257132816106388,0.0604038103448411,0,0,0,"CJA30904","CJA30904","Na_Ca_ex domain-containing protein","MFS transporter superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"5128","WBGene00206752",0.128566408053194,0,0,0,0,"CJA30905","CJA30905","GCM domain-containing protein","",NA,NA,NA,NA,NA,NA,"CRE23006 | WBGene00078666",28.7582
"5129","WBGene00206753",0,0.120807620689682,0,0,0,"CJA30906","CJA30906","Retrotrans_gag domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5130","WBGene00206754",0,0,0,0.122046050782019,0,"CJA30907","CJA30907","Neur_chan_LBD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5131","WBGene00206756",0.321416020132985,0.302019051724206,0,0,0,"CJA30909","CJA30909","HUN domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5132","WBGene00206757",0,0.181211431034523,0,0.0610230253910096,0,"CJA30910","CJA30910","7TM_GPCR_Srx domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"5133","WBGene00206758",0.128566408053194,0.0604038103448411,0,0,0,"CJA30911","CJA30911","","",NA,NA,NA,NA,NA,NA,NA,NA
"5134","WBGene00206759",0,0,0,0,0,"CJA30912","CJA30912","NR LBD domain-containing protein","Armadillo-like helical",NA,NA,NA,NA,NA,NA,NA,NA
"5135","WBGene00206760",0,0,0.0609681411588056,0,0,"CJA30913","CJA30913","DDE_3 domain-containing protein","Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
